source	time	person	location	organization	miscellaneous
	2017-04-07 00:00:00				only eight|four|four|five|19|2013
	2017-04-07 00:00:00				
	2017-04-08 00:00:00				the last year|second|last year|50 years
	2017-04-08 00:00:00			palace	week|one|six|four|nationalist|30|roughly year
	2017-04-08 00:00:00			elite	two|two|two|two|two
	2017-04-09 00:00:00		north	embassy	18|one|24|17|million|first|about percentage points|eight|nine|six|sixth|nearly 60 percent|recent years|about 80 percent|10 percent|13|foreign|more than 40 percent|10|next year|62 percent|sixth|one|23|11|more than million|18|18|50|two|third|congressional|congressional
	2017-04-09 00:00:00				one|2016|2013|at least 70|this morning|thousands
	2017-04-10 00:00:00				last week
	2017-04-10 00:00:00				about 20|trillion|trillion|three months|trillion|10|about 50
	2017-04-10 00:00:00			administration|congressional	the end of this month|nine|2015|hundreds|last month|last month|the last minute|2006|nine|four
	2017-04-10 00:00:00				less than week|dozens
	2017-04-10 00:00:00				two|two days|first|two|the 1980s
	2017-04-10 00:00:00				five|four|eight|nearly 14 months|2016|first|last week|the last year|first|1973|three|78|third
	2017-04-10 00:00:00				2009|last month
	2017-04-10 00:00:00				2016
	2017-04-11 00:00:00				
	2017-04-11 00:00:00			council	three|last week|last week|last week|one|five|three|2014|2015|seventh|six
	2017-04-11 00:00:00				59
	2017-04-11 00:00:00				dozens|two|just 50 yards|50|2017|75
	2017-04-11 00:00:00	single|traditional		united	87|one|millions|59|about 20 minutes|the day|2013|last week|last week|last week
	2017-04-11 00:00:00				last week|second|first|two|two|last year
	2017-04-11 00:00:00			foreign ministry	one|five|the weekend|first
	2017-04-12 00:00:00				eighth|six years|one|two|dozens|first
	2017-04-12 00:00:00				first|20 percent|50 percent|20 percent
	2017-04-12 00:00:00				last week
	2017-04-12 00:00:00				minutes|first
	2017-04-12 00:00:00			the upper house of defense committee	the last minute|first|two|two|last week
	2017-04-12 00:00:00			agriculture	about 53 percent|4th|2011|one|24|nearly 61 percent|last minute|4th|about 57 percent|4th|nine
	2017-04-12 00:00:00			daily news	millions|87|six million|the holiday of sparked instant outrage|first
	2017-04-12 00:00:00				first|late 2017|2016|2015|one|congressional|month|15 percentage|two|trillion|20 percent
	2017-04-12 00:00:00	presidential			2016|last summer
	2017-04-12 00:00:00			visiting	last week
	2017-04-12 00:00:00				
	2017-04-12 00:00:00				
	2017-04-12 00:00:00	deputy			eighth|two|at least 87|three|2014|2015|six|the civil war
	2017-04-12 00:00:00				
	2017-04-12 00:00:00				museum|two|the holiday of|last week
	2017-04-12 00:00:00			declined	two|two|30 percent
	2017-04-12 00:00:00				billions of dollars|about billion year|about million|2016|millions
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-13 00:00:00				25|first|2016
	2017-04-13 00:00:00				second|two|66 percent|second
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-13 00:00:00			congress|federal	the fiscal year starting|28 percent|two to three|23
	2017-04-13 00:00:00				
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-13 00:00:00				first|hundreds of millions of dollars|about billion year|20 percent|20 million
	2017-04-13 00:00:00				first|first|night|conservatives|about 100|2015|night|first|night|about 100|the days|only about 215|seventh
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-13 00:00:00			about agency	sixth|day|one|eight
	2017-04-15 00:00:00			carried sign	thousands|dozens|more than 150|15|two days|nine|day|21|two|2005|million|more than million|million|1995|three
	2017-04-16 00:00:00	chief			one|conservatives|last year|two|first|last week|nearly two dozen|one
	2017-04-17 00:00:00			the primary reserve	
	2017-04-17 00:00:00	bin			first|more than million|third|two
	2017-04-17 00:00:00				the 1980s|one|two|second|last week
	2017-04-17 00:00:00			parliament	
	2017-04-17 00:00:00				reclusive
	2017-04-18 00:00:00			federal|mental health	more than 240|second|first|12 percent|the day|afternoon
	2017-04-18 00:00:00				three|the end of this according to the issued on after the first round of the economic
	2017-04-18 00:00:00	fellow|senator|pleased|need|senator			late 2018|last week|2018|15|next month|next|last month
	2017-04-18 00:00:00	two			two|recent months|sixth
	2017-04-18 00:00:00		port city|eastern	navy|daily news|forestry ministry|export department	six|first|last year|two|2010|second|two
	2017-04-18 00:00:00				
	2017-04-18 00:00:00				
	2017-04-18 00:00:00			congressional	23|more than 200|one
	2017-04-18 00:00:00	businessman		tool maker	thousands|thousands|this month|yearly|15 percent|2016|last week
	2017-04-18 00:00:00				
	2017-04-18 00:00:00				the climate accord|2015|nearly 200|2015|26 to 28 percent|2005
	2017-04-19 00:00:00				150|next week|billion|annually|only about 45 percent|year
	2017-04-19 00:00:00				2016|two
	2017-04-19 00:00:00				
	2017-04-19 00:00:00			defense ministry	the last two or three|weeks|recent months|two|last year|this month|1994 to 1997
	2017-04-19 00:00:00				early last week|first|11
	2017-04-19 00:00:00				first|decades|last month|the end of summer|the end of summer|conservatives|20 percent|this week|trillion
	2017-04-19 00:00:00				four|two|two
	2017-04-19 00:00:00				first|25|about year|2015
	2017-04-19 00:00:00			state television	day|day
	2017-04-19 00:00:00				27
	2017-04-19 00:00:00				eleven
	2017-04-19 00:00:00				last week|millions
	2017-04-19 00:00:00				early last week|first
	2017-04-19 00:00:00	president			2016|three|four|two|first|seven|second|seven|one|month|first|2015|millions|four|2007|nearly eight years
	2017-04-19 00:00:00				39|42|2006|2009|million|the year|one
	2017-04-19 00:00:00			the armed services	thousands|2011|62 or older|10 percent|roughly 80 percent|first|two|three|just four
	2017-04-19 00:00:00				early last week|first|10|first|11|this week|30 days|the 1990s|early 2000s
	2017-04-20 00:00:00	said			first|the 1960s|2014|more than half century
	2017-04-20 00:00:00	gave		the inaugural committee|inaugural|the federal government	million|2009|million|first|2005|million|2017|million|million|2013|two|2008|nearly million|million|2013
	2017-04-20 00:00:00			council|council	five|28
	2017-04-20 00:00:00				two|two|2010|2016|this week|first|decades|billions of dollars|two|last year|180 days
	2017-04-20 00:00:00		southeast	state	
	2017-04-20 00:00:00				year far|three years
	2017-04-20 00:00:00	taking			around percent
	2017-04-20 00:00:00				this week|second|this week|the next two weeks|one|two
	2017-04-20 00:00:00				first|day|earlier this year|1980|last month|31 percent|million|around 25 miles
	2017-04-20 00:00:00			federal	first|13|this week
	2017-04-20 00:00:00				two|one|second|first
	2017-04-20 00:00:00				the last two or three|the last two or three hours
	2017-04-20 00:00:00				2016|three|four|two|seven|one|one
	2017-04-20 00:00:00			administration	this year|spring|last month
	2017-04-20 00:00:00				hundreds of billions of dollars|three|last year|future years
	2017-04-21 00:00:00				eight|dozens|30|roughly million|11 percent|million|the last fiscal|two|decades|earlier this month|last month
	2017-04-21 00:00:00				first|only four days|one|at least eight|spring|the entire 2017 fiscal year|next week|one to three|thousands
	2017-04-21 00:00:00				2014|today|2015|this week|recent months
	2017-04-21 00:00:00				the day|at least one
	2017-04-21 00:00:00				next week|two|2008|last month|recent days|eight|first|2016|first|earlier this year
	2017-04-21 00:00:00				
	2017-04-21 00:00:00				next week|2016|four|one|the past 18 months|one|one|9th|10th
	2017-04-21 00:00:00				second|two months|last month|three|36|third|5th|more than 20
	2017-04-21 00:00:00				next week|two|2008|last month|recent days|eight|first|2016|first|earlier this year
	2017-04-21 00:00:00				100th day|next next week
	2017-04-21 00:00:00	street|street			nearly three years|seven|33 months|24|hundreds|first
	2017-04-21 00:00:00			authority	two|2008|first|two|180|two|two|more than billion
	2017-04-22 00:00:00				six|second|one|last month|two|9th|14|seven|second|just days|more than two dozen|9th|second|second|two|9th|4th|18
	2017-04-22 00:00:00				next week|his 100th day|only week|the first 100 days|three|month
	2017-04-23 00:00:00				morning|last week|first
	2017-04-23 00:00:00				
	2017-04-23 00:00:00			federal|the coastal commission|foundation|foundation	31|first|26|second|51|seven|one|two|two|eight years|millions|first|the late 1990s|24|three|the second quarter
	2017-04-23 00:00:00				this week|his first 100 days|two|over million acres|two|second|this week
	2017-04-23 00:00:00	inauguration|presidential			first|two|first|first|the last year|second
	2017-04-23 00:00:00			tweets	100th day|second|13|billion|the 2017 fiscal year|this week|billion
	2017-04-23 00:00:00				2010
	2017-04-23 00:00:00			al|al al|al	years|237|2011|month|two|third|half dozen|one|more than 20 million|the next six|million|at least six|one|2009
	2017-04-24 00:00:00				morning
	2017-04-24 00:00:00				the next 30 years|annual|13 percent|billion|33 percent|2016|billion|60 percent|the past 30|billion|350|the presidential campaign|about 12|about eight|seven|the year or 18 years from
	2017-04-24 00:00:00			financial firm	100th|day|15 percent|35|his 100th day|15|33|1981
	2017-04-24 00:00:00				this week
	2017-04-24 00:00:00	presidential			first|six|2016|million
	2017-04-24 00:00:00			the world body|the 15 council	22 percent|billion|billion|28 percent|25 percent|one|the coming months|2018|2019|2017|first|million|16|annual|this month|more than 150|an million|2015
	2017-04-24 00:00:00				2016|11th
	2017-04-25 00:00:00	leader		committees|intelligence agency	next month|congressional|2016|this month
	2017-04-25 00:00:00			the world body|the world body|the world body	22 percent|billion|billion|25 percent|15|first|this month|more than 150
	2017-04-25 00:00:00			group of coal producers	200|12|nearly 200|between 26 percent and 28 percent|2005|last week
	2017-04-25 00:00:00				25|two|9th|one|2016|last week|eight|two|decades|about billion|about 35 percent|millions of dollars|every day
	2017-04-25 00:00:00				two|first|two|two|one|two|the last week|two
	2017-04-25 00:00:00				first|20|first|little under 100 days|last month|thousands
	2017-04-25 00:00:00				10 years|2015|2015|days
	2017-04-25 00:00:00				15 percent|15 percent|35|10 percent|35 percent|billions of dollars|33|his 100th day|months ago|1986|20 percent|35 percent
	2017-04-26 00:00:00				last week
	2017-04-26 00:00:00				two|million|millions
	2017-04-26 00:00:00			administration|unit	billions of dollars|four|first|three|two|the five years
	2017-04-26 00:00:00			healthcare|group|healthcare	conservative|last month|moderate|seven|24 million|the past seven years
	2017-04-26 00:00:00				at least seven|millions of dollars|one|few million dollars|quarterly|five|two|dozens|2015|the first five months|at least million|million|2014|2015|more than million|about half|11|six|millions of dollars|11|million
	2017-04-26 00:00:00				
	2017-04-26 00:00:00				1981|trillion to more than trillion|five|the late 1960s|10|the years|first|60|decade
	2017-04-26 00:00:00				
	2017-04-26 00:00:00				weeks
	2017-04-26 00:00:00				15|80 percent|the 20 percent
	2017-04-26 00:00:00				another day
	2017-04-26 00:00:00			domestic	midnight|around trillion|the fiscal year|at least two|recent days|2010|one|20 percent|next year|his first 100 days|midnight|hundreds of thousands|billion|the rest of this fiscal|the fiscal year|52|60|million
	2017-04-26 00:00:00			administration|navy	sixth|first|two
	2017-04-26 00:00:00				15 percent|one|hundreds of millions|million|some million|as little as million|15|20|15 percent|first|the 100 days
	2017-04-27 00:00:00			district court	earlier this month|9th|two|two|seven
	2017-04-27 00:00:00			diplomatic|currency	20|first|100|100th|2010|2016|first|100|this week|the week|35|35|congressional|2016|his first days|dozens|more than 90 percent|this week|seven|this week|just days|dozen|the final months|hundreds|one|five years
	2017-04-27 00:00:00			united	this week|100th day|2010|conservatives|evening|moderate|week|late night|24 million|last month|conservatives|millions
	2017-04-27 00:00:00	chief			200|nine|eight|2015|26 percent to 28 percent|2005|billion|billion|million|his last days
	2017-04-27 00:00:00			al the	three years|2001|2002|years|2001|2002|years|nine|three
	2017-04-27 00:00:00			consulates|the board of directors	40 percent|seven|an average month|nearly percent|2016|monthly|seven|the 2016 fiscal year|2015|monthly|seven|the summer|the winter|seven|27|seven|second|2016|previous years|2016|2015|seven|two|32|150|the last minute
	2017-04-27 00:00:00				two|first|two|one|one
	2017-04-27 00:00:00				
	2017-04-27 00:00:00		city		an estimated million|this week|about 16 hours|one
	2017-04-27 00:00:00				
	2017-04-27 00:00:00				third|75 percent
	2017-04-27 00:00:00			foreign	hundreds of thousands of dollars|this week|2015|first|2016|11|2014|last year|weeks
	2017-04-28 00:00:00				about two weeks|100th|two|200|nine|eight|2015|2016|26 percent to 28 percent|2005|billion|billion|million|his last days
	2017-04-28 00:00:00			international law firm	thousands|thousands|annual|more than 75 percent|between 2012|more than 50|today|115 million acres|million|million acres|this week
